Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,,
MACHINES,CONSTRUCTION,MACHCnst,MACH,"A machine for construction that isn't a vehicle or a tool. For example a cement mixer, a woodchipper.","Apparatus, Cement, Chipper, Compactor, Concrete, Contraption, Crane, Device, Dozer, Driver, Generator, Jackhammer, Lift, Machinery, Mixer, Paver, Pile, Scissor, Steamroller, Trencher, Wood",机器,施工,起重机、水泥搅拌机、碎木机,,
MACHINES,ELEVATOR,MACHElev,MACH,Elevator movement and doors would go here.,"Apparatus, Contraption, Device, Dumbwaiter, Dumbwaiters, Freight, Hoist, Lift, Lifts, Machinery, Passenger, Paternoster, Platform, Service, Stair, Turbolift",机器,电梯,帕特诺斯特、货运电梯、乘客电梯、电梯,,
MACHINES,ESCALATOR,MACHEscl,MACH,Escalators and moving walkways would go here.,"Apparatus, Contraption, Device, Machinery, Moving, Stairs, Travelator, Walkway, Walkways",机器,自动扶梯,传送带、自动人行道,,
MACHINES,FAN,MACHFan,MACH,"Fans of all types, box fans, ceiling fans. For air conditioning use MACHINES-HVAC.","Air, Apparatus, Bladeless, Blower, Box, Ceiling, Circulator, Contraption, Device, Exhaust, Industrial, Machinery, Ventilation",机器,风扇,风扇、吊扇、箱式风扇、工业风扇、无叶风扇,,
MACHINES,GARDEN,MACHGrdn,MACH,"Powered landscaping machines, lawnmowers, weed-whackers, edgers, hedge trimmers. See also TOOLS-GARDEN and OBJECTS-GARDEN.","Apparatus, Blower, Chainsaw, Contraption, Cultivator, Device, Eater, Edger, Hedge, Irrigation, Landscaping, Lawn, Lawnmower, Leaf, Machinery, Mower, Mulcher, Pole, Pressure, Saw, Tiller, Tillers, Trimmer, Washer, Weed, Whacker",机器,花园,割草机、除草机、磨边机、锯子、修剪机、杆链锯、覆盖机、耕种机,,
MACHINES,GYM,MACHGym,MACH,"Exercise bikes, weight machines, treadmill, all things fitness. See also OBJECTS-GYM","Apparatus, Bike, Bowflex, Cardio, Climber, Contraption, Device, Elliptical, Exercise, Fitness, Machine, Machinery, Nautilus, Nordictrack, Resistance, Rower, Rowing, Stair, Stationary, Stepper, Trampoline, Treadmill, Weight, Workout",机器,健身房,跑步机、踏步机、划船机、健身自行车、健身脚踏车、诺迪克跑步机、踏步台阶机。,,
MACHINES,HITECH,MACHTech,MACH,"Think cool James Bond machines, big elaborate death traps, maybe Rube Goldberg type machines. See also SCIFI-MACHINE.","3D, 7, Apparatus, Arm, Bond, CNC, Contraption, Cutter, Device, Digital, Gadget, Handheld, Holographic, James, Laser, Machinery, Plasma, Printer, Quantum, Resin, Robotic, Spy",机器,高科技,小工具、数码、手持,,
MACHINES,HVAC,MACHHvac,MACH,"Furnaces, Air Conditioners. Fans go in MACHINES-FAN. A close up gas furnace flame would go to FIRE-GAS.","Air, Aircon, Apparatus, Baseboard, Boiler, Chiller, Climate, Conditioner, Conditioning, Contraption, Control, Cooler, Dehumidifier, Device, Ductless, Evaporative, Filtration, Furnace, Handlers, Heat, Heater, Heating, Humidifier, Humidifiers, Machinery, Mini-Split, Pump, Pumps, Purifier, Radiator, Systems, Thermostat, Thermostats, Ventilation",机器,空调,空调、冷风机、暖气。,,
MACHINES,INDUSTRIAL,MACHInd,MACH,"Big industrial presses, factory machines, industrial robots, any heavy manufacturing machines.","Apparatus, Assembly, Auto, Automation, Contraption, Conveyor, Cutting, Device, Die, Distillery, Duty, Factory, Form, Heavy, Hydraulic, Industrial, Injection, Line, Machine, Machinery, Manufacturing, Milling, Molding, Plant, Press, Printing, Production, Punch, Reactor, Robotics, Robots, Sawmill, Shearing, Smelter, Smeltery, Stamper, System",机器,工业,液压机、装配线、流水线、酿酒厂、蒸馏机、冲床、压力机,,
MACHINES,MECHANISM,MACHMech,MACH,"Complex mechanical smaller machines and gadgets, puzzle boxes that open portals to hell. Usually smaller devices.","7, Apparatus, Bond, Box, Contraption, Device, Gadget, Gizmo, Goldberg, James, Machinery, Puzzle, Rube, Spy",机器,装置,拼图盒、谜盒、谜箱、鲁布·戈德堡、小玩意,,
MACHINES,MEDICAL,MACHMed,MACH,"Machines typically found in a hospital, medical lab or Doctor's office.","Apparatus, Blood, Cat, Centrifuge, Concentrator, Contraption, CT, Defibrillator, Dental, Device, Dialysis, Drill, ECG, EKG, Glucometers, Heart, Infusion, Insulin, Lab, Life, Machine, Machinery, Machines, Monitor, MRI, Nebulizer, Oxygen, Pacemaker, Pet, Pressure, Pump, Pumps, Scan, Support, Test, Ultrasound, Ventilator, X-Ray",机器,医疗,X 光机、核磁共振、CT机、照影机、血压仪、实验室测试机、离心机、呼吸机、除颤器,,
MACHINES,MISC,MACHMisc,MACH,Machine sounds not fitting another category in this list. See also MOTOR category.,"Apparatus, Contraption, Device, Machinery, Miscellaneous",机器,其它,各种各样的,,
MACHINES,OFFICE,MACHOffc,MACH,"Machines typically found in an office, such as printers and copy machines.","Apparatus, Binding, Business, Clock, Contraption, Copier, Copy, Cutter, Device, Dictaphone, Envelope, Facsimile, Fax, Inkjet, Interactive, Label, Laminator, Laser, Letter, Machine, Machinery, Maker, Mimeograph, Office, Opener, Paper, Photocopier, Plotter, Postal, Printer, Scale, Scanner, Shredder, Stenotype, Telefax, Time, Typewriter, Whiteboard, Xerox",机器,办公设备,传真机、传真电话、电报、复印机、打印机、碎纸机、施乐、影印机、油印机、激光打印机、喷墨打印机、粉碎机、绘图仪,,
MACHINES,PUMP,MACHPump,MACH,"Air or water pumps, fish tank aquarium pumps, sump pumps. Air compressors would fall into this category.","Aerator, Air, Apparatus, Backflow, Blower, Boilers, Centrifugal, Compressor, Contraption, Device, Fuel, Gas, Heat, Impellers, Inflators, Injector, Injects, Jet, Machinery, Piston, Plunger, Pump, Pumper, Pumping, Septic, Siphon, Sprinkler, Submersible, Sump, Syringe, Upflow, Vacuum, Valves, Water, Well, Wells",机器,泵,水泵、污水泵、压缩机、空气压缩机,,
MAGIC,ANGELIC,MAGAngl,MAG,"Angelic, Holy, Benevolent magic. The opposite of evil. Think choral tones and healing magic.","Angelic, Appearance, Aura, Beatific, Blessed, Blessedness, Blessings, Bliss, Celestial, Cherub, Creation, Divine, Ethereal, God, Guidance, Healing, Heavenly, Holy, Presence, Protection, Realm, Righteous, Sacred, Saint, Saintly, Seraph, Seraphic, Spiritual, Supernatural",魔法,天使,神圣的、天上的、空灵的、神的、精神的、祝福的、正义的、圣洁的,,
MAGIC,ELEMENTAL,MAGElem,MAG,"Magic centered around elements, fire, water, ice. Think the movie Frozen type stuff.","Air, Alchemic, Alchemical, Alchemy, Arcane, Earth, Electric, Energy, Fire, Fundamental, Natural, Nature, Planar, Primal, Primeval, Primordial, Spirits, Symbols, Transformation, Water, Wind",魔法,元素,火、水、土、电、气、风,,
MAGIC,EVIL,MAGEvil,MAG,"Evil magic, ominous, dark magic. Voldemort type stuff.","Bad, Bewitched, Black, Corrupt, Cruel, Dark, Demogorgon, Demonic, Demonifuge, Demonomagy, Depraved, Devil, Devilry, Deviltry, Diablerie, Diabolical, Diabolism, Fiendish, Forbidden, Hag, Hell, Hellbroth, Immoral, Infernal, Loki, Magic, Maleficent, Malevolent, Malicious, Malignant, Necromancy, Necronomicon, Nefarious, Nightmare, Occult, Pentacle, Satan, Satanic, Sinful, Sinister, Summon, Unholy, Vile, Villainous, Voodoo, Warlock, Wicked, Witchcraft",魔法,邪恶,黑暗、恶魔、召唤、死灵法术、巫毒术、黑魔法、禁止、禁术,,
MAGIC,MISC,MAGMisc,MAG,Magic sounds not fitting another category in this list.,"Alchemic, Alchemical, Alchemistic, Alchemy, Amulet, Artifact, Bewitchment, Ceremony, Charming, Conjurer, Conjuring, Elixir, Enchanting, Enchantments, Faerie, Fairie, Fairies, Fairylands, Fairytale, Incantational, Incantations, Magician, Magicians, Magick, Magickal, Magicks, Magique, Miracle, Miracles, Miraculous, Miscellaneous, Mystic, Mysticism, Mystique, Potion, Realm, Ritual, Sorcerous, Sorcery, Spellcraft, Spells, Symbolism, Trick, Trickery, Tricks, Wand, Wiz, Wizardly, Wizardry, Wizards, Wonder, Wondrous",魔法,其它,各种各样的,,
MAGIC,POOF,MAGPoof,MAG,"Shorter magic phrases, often for transforming, short 'turn you into a rabbit' type stuff.","Abracadabra, Alakazam, Appearance, Bibbidi-Bobbidi-Boo, Bim, Blast, Chuff, Disappearance, Foomp, Hocus-Pocus, Open, Poof, Presto, Sala, Sesame, Shazam, Sim, Ta-Da, Transformation, Transmutation, Vanish, Voila",魔法,嘭,噗的一声、砰的一声、爆破声,,
MAGIC,SHIMMER,MAGShim,MAG,"Glassy or chime-like shimmers, waves of particle type magic.","Aura, Bell, Chime, Gleam, Glimmer, Glimmering, Glint, Glisten, Glitter, Glittering, Gloss, Glow, Glowing, Incandescent, Light, Luminous, Luster, Radiant, Radiate, Reflection, Scintillate, Scintillation, Sheen, Shimmering, Shine, Shiny, Sparkle, Sparkling, Tree, Twinkle, Twinkling",魔法,闪耀,闪烁、闪闪发光、树铃、风铃、闪耀、闪光、闪亮、火花、发光、微光、反光,,
MAGIC,SPELL,MAGSpel,MAG,Something complex for a spell being cast. Think Maleficent swirling green magic or weird vocal-ish spells.,"Abracadabra, Banishing, Bewitch, Cast, Charm, Conjuration, Conjure, Conjured, Conjuring, Curse, Divination, Enchant, Enchanting, Enchantment, Enchantments, Evocation, Exorcism, Healing, Hex, Illusion, Illusionary, Illusionism, Illusionistic, Illusions, Incantation, Incantational, Incantations, Incantatory, Invocation, Invocations, Mesmerize, Prestidigitation, Protection, Rune, Sorcerer, Sorceries, Sorcerous, Sorcery, Spellacy, Spellbind, Spellbinding, Spellcheck, Spelled, Spelling, Spellings, Spells, Spellwork, Summoned, Summoning, Summons, Supernaturally, Trance, Voodoo, Warding, Witch, Wizard, Wizardly, Wizardry",魔法,咒语,女巫、巫师、魔术师、施法、咒语、妖术、符文、魔法、附魔、祈求、祈祷、蛊惑、驱魔、诅咒、恍惚、魅惑,,
MECHANICAL,CLICK,MECHClik,MECH,"Short clicks, could be from button presses, things like that. Some confusion and overlap with MECHANICAL-SWITCH.","Button, Clack, Click, Clicker, Snap, Tick, Toggle",机械,咔哒,单击、按、咔哒声、卡合、切换、按钮,,
MECHANICAL,GEARS,MECHGear,MECH,"A toothed cog, turning or grinding gears, complex gear mechanisms. Small clock gears would go in CLOCKS-MECHANICS.","Axle, Bevel, Cam, Chain, Cluster, Cog, Cogs, Cogwheels, Coupling, Crown, Derailleur, Differential, Drive, Flywheel, Flywheels, Gear, Gearbox, Geared, Gearing, Geartrain, Helical, Herringbone, Hypoid, Idler, Mesh, Meshing, Pinion, Pinions, Planetary, Rack, Reducer, Shaft, Shifter, Silent, Spiral, Sprocket, Sprockets, Spur, Straight-Cut, Synchromesh, Tooth, Transmission, Wheels, Worm",机械,齿轮,齿轮、嵌齿轮、小齿轮、齿条、齿轮、传动装置、轮齿、大齿轮、飞轮,,
MECHANICAL,HYDRAULIC & PNEUMATIC,MECHHydr,MECH,"Various hydraulic or pneumatic sounds, like on a self-closing door. Isolated hydraulics and pneumatics. See also DOORS-HYDRAULIC & PNEUMATIC for a complete door.","Actuator, Brake, Clutch, Compressor, Conveyor, Cylinder, Damper, Hydraulic, Jack, Pneumatic, Press, Pressurized, Ram, System, Valve",机械,液压与气动,液压、气动、加压、阀门,,
MECHANICAL,LATCH,MECHLtch,MECH,"Latch, as in a briefcase latch, or a luggage latch.","Barrel, Bolt, Cabinet, Cam, Catch, Clasp, Deadlatch, Drawer, Fastener, Gate, Hardware, Hasp, Hook, Interlock, Latch, Lock, Magnetic, Night, Safety, Slam, Slide, Spring, Thumb, Toggle, Toolbox, Window",机械,插销,闩锁、硬件、五金、锁、扣、搭扣、螺栓,,
MECHANICAL,LEVER,MECHLvr,MECH,"A sliding or switching lever. Train track lever, lever to turn on an electric chair. Old Frankenstein machine levers, breaker levers.","Brake, Cam, Clank, Clunk, Control, Joystick, Lever, Locking, Pedal, Push-Pull, Quick-Release, Rocker, Switch, Trigger",机械,操纵杆,杠杆、开关、撞击声、叮当声,,
MECHANICAL,LOCK,MECHLock,MECH,"A padlock, bicycle lock, or a locking mechanism. Door locks to go into DOORS-HARDWARE.","Biometric, Bolt, Cam, Catch, Clasp, Combination, Cylinder, Deadbolt, Electronic, Fastener, Hasp, Keyless, Latch, Lock, Mortise, Padlock, Pin, Security, Tumbler",机械,锁,挂锁、死锁、门栓,,
MECHANICAL,MISC,MECHMisc,MECH,Mechanical sounds not fitting another category in this list.,Miscellaneous,机械,其它,各种各样的,,
MECHANICAL,PULLEY,MECHPuly,MECH,"An isolated recording of a pulley, or system of pulleys.","And, Belt, Block, Chain, Chirp, Hoist, Pulley, Pulley-Block, Roll, Rope, Sheave, Squeak, Tackle, Winch",机械,滑轮,吱吱声、叽叽喳喳、滚动,,
MECHANICAL,RATCHET,MECHRtch,MECH,That sound a ratchet makes.,"Click, Crank, Detent, Pawl, Ratchet, Snap, Socket, Strap, Tie-Down, Winch, Wind, Wrench",机械,棘轮,棘轮、卡扣、按、上发条、曲柄、绞盘,,
MECHANICAL,RELAY,MECHRelay,MECH,Old train station counting board flipping. A old communications relay board.,"Arc, Breaker, Clack, Coil, Contact, Control, Electromagnetic, Flip, Lamp, Solenoid, Switch, Toggle",机械,传动,翻转、切换、敲击,,
MECHANICAL,ROLLER,MECHRolr,MECH,"Like a rolling conveyor belt, or something on a roller.","Bearing, Belt, Dynamo, Line, Roll, Shaft",机械,滚筒,转动、传送带、线轴、卷轴,,
MECHANICAL,SWITCH,MECHSwtch,MECH,"Basic and heavy switches, light switches, power switches. Some overlap or confusion with MECHANICAL-CLICK.","Button, Circuit, Clack, Click, Dimmer, Light, Limit, Micro, Push-Button, Rocker, Rotary, Safety, Selector, Slide, Switch, Switchgear, Toggle, Wall",机械,开关,切换、点击、咔哒声、切换、按钮,,
METAL,BREAK,METLBrk,METL,"Metal breaking, snaps, cracks, rips, shatters.","Aluminum, Apart, Beryllium, Brass, Break, Bronze, Burst, Bust, Cadmium, Chip, Chromium, Cleave, Cobalt, Copper, Crack, Crumble, Crunch, Crush, Demolish, Destroy, Disintegrate, Fracture, Fragment, Gallium, Gold, Indium, Iron, Lead, Lithium, Magnesium, Manganese, Mercury, Molybdenum, Nickel, Niobium, Palladium, Platinum, Rend, Rhenium, Rip, Rupture, Separate, Shatter, Silver, Smash, Snap, Splinter, Split, Steel, Tin, Titanium, Tungsten, Vanadium., Zinc",金属,断裂,断裂、裂开、撕裂、碎裂、紧缩、压碎,,
METAL,CRASH & DEBRIS,METLCrsh,METL,"Metal crashing and debris. Complex metal crashes, group metal crashes, metal debris falls.","Aluminum, Beryllium, Brass, Bronze, Cadmium, Chromium, Clang, Clatter, Cobalt, Collision, Copper, Crash, Debris, Fall, Fragments, Gallium, Gold, Indium, Iron, Lead, Lithium, Magnesium, Manganese, Mercury, Molybdenum, Nickel, Niobium, Palladium, Platinum, Remains, Rhenium, Rubble, Ruins, Shards, Shrapnel, Silver, Smash, Steel, Tin, Titanium, Tungsten, Vanadium., Wreckage, Zinc",金属,碎片,碰撞、坠落、碎片,,
METAL,FRICTION,METLFric,METL,"Metal friction, stress, so scrapes, creaks, squeaks, squeals, screeches. Metal sounds caused by friction.","Abrade, Abrasion, Aluminum, Beryllium, Brass, Bronze, Cadmium, Chafe, Chromium, Cobalt, Copper, Creak, Gallium, Gnash, Gold, Grind, Grinding, Indium, Iron, Lead, Lithium, Magnesium, Manganese, Mercury, Molybdenum, Nickel, Niobium, Palladium, Platinum, Rasp, Rasping, Rhenium, Rub, Rubbing, Scour, Scrape, Scraping, Scratching, Screech, Scuffing, Silver, Sliding, Squeak, Steel, Stress, Tin, Titanium, Tungsten, Vanadium., Wear, Zinc",金属,挤压,压力、刮擦、吱吱声、吱吱声、尖叫声,,
METAL,HANDLE,METLHndl,METL,"Metal handling, handling metal objects. Some overlap with METAL-MOVEMENT possible.","Aluminum, Beryllium, Brass, Bronze, Cadmium, Catch, Chromium, Clasp, Clench, Clutch, Cobalt, Copper, Down, Embrace, Gallium, Gold, Grab, Grasp, Grip, Handle, Handlebar, Hold, Indium, Iron, Knob, Latch, Lead, Lever, Lithium, Magnesium, Manganese, Mercury, Molybdenum, Nickel, Niobium, Operate, Palladium, Palm, Pickup, Platinum, Pull, Rhenium, Seize, Set, Silver, Steel, Take, Throw, Tin, Titanium, Toss, Tungsten, Use, Vanadium., Zinc",金属,抓取,拿、抓、放置、拿起、放下、扔、接,,
METAL,IMPACT,METLImpt,METL,"Metal single item impacts, so anvil hits, dropping something that doesn't break. Clangs, clunks, bangs.","Aluminum, Bang, Banging, Bash, Beryllium, Brass, Bronze, Bump, Cadmium, Chromium, Clang, Clap, Clunk, Cobalt, Collide, Colliding, Copper, Crash, Crashing, Drop, Dropped, Gallium, Gold, Hit, Hitting, Impact, Impacting, Indium, Iron, Jolt, Knock, Lead, Lithium, Magnesium, Manganese, Mercury, Molybdenum, Nickel, Niobium, Palladium, Platinum, Pound, Ram, Rhenium, Ring, Silver, Slam, Slamming, Smack, Smacking, Smash, Steel, Strike, Striking, Thrust, Thump, Tin, Titanium, Tungsten, Vanadium., Zinc",金属,打击,击中、掉落、撞击、碰撞、撞击声、叮当声,,
METAL,MISC,METLMisc,METL,Metal sounds not fitting another category in this list.,"Aluminum, Beryllium, Brass, Bronze, Cadmium, Chromium, Cobalt, Copper, Gallium, Gold, Indium, Iron, Lead, Lithium, Magnesium, Manganese, Mercury, Miscellaneous, Molybdenum, Nickel, Niobium, Palladium, Platinum, Rhenium, Silver, Steel, Tin, Titanium, Tungsten, Vanadium., Zinc",金属,其它,各种各样的,,
METAL,MOVEMENT,METLMvmt,METL,"Metal movement, so drag, roll, rattle, shake. Single or metal items moving. Or movement on a metal surface. See also METAL-HANDLE.","Aluminum, Beryllium, Brass, Bronze, Cadmium, Chattering, Chromium, Clatter, Cobalt, Copper, Drag, Gallium, Glide, Gold, Indium, Iron, Jangle, Lead, Lithium, Magnesium, Manganese, Mercury, Molybdenum, Nickel, Niobium, Palladium, Platinum, Rattle, Rattling, Rhenium, Roll, Rolling, Scuffle, Shake, Shaking, Shift, Shuffle, Silver, Slide, Slip, Steel, Sway, Swing, Tin, Titanium, Tungsten, Vanadium., Vibrating, Wobble, Zinc",金属,移动,拖动、拖拽、滚动、嘎拉嘎拉、摇晃,,
METAL,TONAL,METLTonl,METL,"Metal tonal, resonating, ringing, wronks and warps. Bending sheet metal, a singing bowl ringing, metal shinging.","Aluminum, Beryllium, Bowed, Brass, Bronze, Cadmium, Chromium, Cobalt, Copper, Frequency, Gallium, Gold, Harmonic, Indium, Iron, Lead, Lithium, Magnesium, Manganese, Melodic, Melodious, Mercury, Molybdenum, Musical, Nickel, Niobium, Palladium, Ping, Pitch, Platinum, Resonance, Resonant, Rhenium, Ring, Shing, Silver, Sonorous, Sound, Steel, Timbre, Tin, Titanium, Tonal, Tone, Tungsten, Vanadium., Zinc",金属,音乐性,弓箭、铃、怪的、噌的一声、缠绕、弯曲、共鸣,,
MOTORS,ANTIQUE,MOTRAntq,MOTR,"Old motors, usually combustion, so old oil pump engines, old compressors. An antique gas pump for example.","Aged, Ancient, Antiquated, Bygone, Classic, Engine, Historic, Kerosene, Old-Fashioned, Paraffin, Retro, Steam, Traditional, Vintage, Windmill",马达,老式,煤油发动机、石蜡发动机,,
MOTORS,COMBUSTION,MOTRComb,MOTR,"Non-vehicle combustion engines. Combustion motors, generators. Isolated engine recordings.","Backfire, Carburation, Carburetor, Combustion, Combustor, Compression, Diesel, Engine, Ethanol, Four-Stroke, Gas, Gasoline, Generator, Internal, Manifold, Mechanic, Misfire, Motor, Outboard, Petrol, Rotary, Turboshaft, Two-Stroke",马达,内燃机,柴油发动机、燃气发动机、内燃机、二冲程发动机,,
MOTORS,ELECTRIC,MOTRElec,MOTR,Non-vehicle electric motors. Any motor that runs on electricity. An isolated electric motor. See also TOOLS-POWER.,"AC, DC, Dentist, Disposal, Drill, Dynamotor, Engine, Garbage, Magneto, Motor, Razor, Stepper, Toothbrush, Volt, Watt, Wheelchair",马达,电动,牙刷、电动剃须刀、电动马达、垃圾处理器、牙医钻头,,
MOTORS,MISC,MOTRMisc,MOTR,Motor sounds not fitting another category in this list.,"Engine, Miscellaneous",马达,其它,各种各样的,,
