raw,canonical_guess,kind,slot_guess,record_count,field_hit_count,example_count,score,decision,reason,source_fields,example_1,example_2,example_3,catid_samples,category_samples,source_files,fx_name_hits,description_hits,keywords_hits,filename_hits,field_quality,example_quality,category_alignment,existing_canonical_status,approved_for_ai,qa_flags
open field,Open Field,phrase,unknown,690,690,3,0,reject,record_count>=500 +20; metadata_noise -30; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Agony 10m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with an AB setup at medium distance."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Agony 20m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with a MS setup at a distance."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Agony 30m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with an ambisonics setup at a distance."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}",CRWDBatl,CROWDS/BATTLE,00_Crowds_War_And_Battle_Metadata.xlsx#Crowds - War & Battle,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
glide rush,Glide Rush,phrase,unknown,622,622,3,5,reject,record_count>=500 +20; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
glide rush motion,Glide Rush Motion,phrase,unknown,622,622,3,5,reject,record_count>=500 +20; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
motion transition,Motion Transition,phrase,unknown,622,622,3,5,reject,record_count>=500 +20; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
motion transition movement,Motion Transition Movement,phrase,unknown,622,622,3,15,reject,record_count>=500 +20; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
movement kinetics,Movement Kinetics,phrase,unknown,622,622,3,15,reject,record_count>=500 +20; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
rush motion,Rush Motion,phrase,unknown,622,622,3,5,reject,record_count>=500 +20; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
rush motion transition,Rush Motion Transition,phrase,unknown,622,622,3,5,reject,record_count>=500 +20; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
swish whirr,Swish Whirr,phrase,unknown,622,622,3,15,reject,record_count>=500 +20; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
swish whirr whiz,Swish Whirr Whiz,phrase,unknown,622,622,3,15,reject,record_count>=500 +20; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
swoosh swish,Swoosh Swish,phrase,unknown,622,622,3,15,reject,record_count>=500 +20; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
swoosh swish whirr,Swoosh Swish Whirr,phrase,unknown,622,622,3,15,reject,record_count>=500 +20; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
transition movement,Transition Movement,phrase,unknown,622,622,3,15,reject,record_count>=500 +20; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
transition movement kinetics,Transition Movement Kinetics,phrase,unknown,622,622,3,15,reject,record_count>=500 +20; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
whirr whiz,Whirr Whiz,phrase,unknown,622,622,3,5,reject,record_count>=500 +20; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
whirr whiz glide,Whirr Whiz Glide,phrase,unknown,622,622,3,5,reject,record_count>=500 +20; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
whiz glide,Whiz Glide,phrase,unknown,622,622,3,5,reject,record_count>=500 +20; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
whiz glide rush,Whiz Glide Rush,phrase,unknown,622,622,3,5,reject,record_count>=500 +20; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
whoosh woosh,Whoosh Woosh,phrase,unknown,622,622,3,15,reject,record_count>=500 +20; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
whoosh woosh swoosh,Whoosh Woosh Swoosh,phrase,unknown,622,622,3,15,reject,record_count>=500 +20; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
woosh swoosh,Woosh Swoosh,phrase,unknown,622,622,3,5,reject,record_count>=500 +20; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
woosh swoosh swish,Woosh Swoosh Swish,phrase,unknown,622,622,3,15,reject,record_count>=500 +20; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
rifle cal,Rifle Cal,phrase,unknown,530,530,3,15,reject,record_count>=500 +20; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
firing-group shots,Firing-group Shots,phrase,unknown,520,620,3,5,reject,record_count>=500 +20; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=20; filename=0,"{""fx_name"":""Group Shots 01 100m"",""description"":""Antique artillery bombardment, multiple historic cannons firing in sequence. XY positioned 100m away from cannons."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}","{""fx_name"":""Group Shots 01 120m"",""description"":""Antique artillery bombardment, multiple historic cannons firing in sequence. XY positioned 120m away from cannons."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}","{""fx_name"":""Group Shots 01 130m"",""description"":""Antique artillery bombardment, multiple historic cannons firing in sequence. MS positioned 130m away from cannons."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}",GUNCano,GUNS/CANNON,00_Cannons_CK_Metadata.xlsx#CACK,0,0,20,0,medium,high,weak,existing_unknown,no,category_mismatch;duplicate_examples;rejected_evidence
male voice,Male Voice,phrase,unknown,506,506,3,5,reject,record_count>=500 +20; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Aggressive Alerted"",""description"":""Ogre, Orc, Cyclops, Fantasy. Male voice, aggressive, tonal snarling."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}","{""fx_name"":""Aggressive Attack"",""description"":""Ogre, Orc, Cyclops, Fantasy. Male voice, screaming aggressively."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}","{""fx_name"":""Aggressive Attack Long"",""description"":""Ogre, Orc, Cyclops, Fantasy. Male voice, screaming aggressively."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}",CREAHmn,CREATURES/HUMANOID,00_Creatures_Humanoid_CK_Metadata.xlsx#CRHCK,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;rejected_evidence
luxury car,Luxury Car,phrase,unknown,475,475,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE ENTRY LEVEL LUXURY CAR Driving. External, in engine compartment. 2011 diesel."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE ENTRY LEVEL LUXURY CAR Driving. External, at exhaust. 2011 diesel."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE ENTRY LEVEL LUXURY CAR Driving. Internal, inside car. 2011 diesel."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
gun second,Gun Second,phrase,unknown,474,474,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
gun second world,Gun Second World,phrase,unknown,474,474,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,ambiguous_token;category_unknown;insufficient_unique_examples;rejected_evidence
car driving,Car Driving,phrase,unknown,465,465,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. External, in engine compartment. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. External, at exhaust. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Driving. Internal, inside car. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
cannon cal,Cannon Cal,phrase,unknown,435,435,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=2; keywords=0; filename=0,"{""fx_name"":"""",""description"":""Cannon cal 80: Take 5 has loud talking on all mics"",""category"":"""",""cat_id"":""""}","{""fx_name"":"""",""description"":""Cannon cal 80: Take 5 has loud talking on all mics"",""category"":"""",""cat_id"":""""}",,,,00_Cannons_CK_Metadata.xlsx#Recording Session Comments; 00_Cannons_DS_Metadata.xlsx#Recording Session Comments,0,2,0,0,low,low,unknown,existing_unknown,no,description_only;category_unknown;rejected_evidence
subcompact car,Subcompact Car,phrase,unknown,435,435,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE SUBCOMPACT CAR Driving. External, in engine compartment. 2011 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE SUBCOMPACT CAR Driving. External, at exhaust. 2011 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE SUBCOMPACT CAR Driving. Internal, inside car. 2011 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
vehicle subcompact,Vehicle Subcompact,phrase,unknown,435,435,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE SUBCOMPACT CAR Driving. External, in engine compartment. 2011 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE SUBCOMPACT CAR Driving. External, at exhaust. 2011 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE SUBCOMPACT CAR Driving. Internal, inside car. 2011 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
vehicle subcompact car,Vehicle Subcompact Car,phrase,unknown,435,435,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE SUBCOMPACT CAR Driving. External, in engine compartment. 2011 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE SUBCOMPACT CAR Driving. External, at exhaust. 2011 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE SUBCOMPACT CAR Driving. Internal, inside car. 2011 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
interior handling,Interior Handling,phrase,unknown,431,431,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Interior handling. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Interior handling. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Interior handling. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;rejected_evidence
drive external,Drive External,phrase,unknown,430,430,3,0,reject,record_count>=100 +15; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
car drive,Car Drive,phrase,unknown,399,399,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Drive By. External, omni AB mics from side.. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Drive By. External, shotgun from side, whip-panning. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Drive By. External, omni AB mics from side.. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
car drive external,Car Drive External,phrase,unknown,391,391,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=0; keywords=0; filename=0,,,,,,,0,0,0,0,low,low,unknown,existing_unknown,no,category_unknown;insufficient_unique_examples;rejected_evidence
car interior,Car Interior,phrase,unknown,388,388,3,10,reject,record_count>=100 +15; category_aligned +10; unnatural_order -15; policy=hard_reject,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Interior handling. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Interior handling. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}","{""fx_name"":"""",""description"":""VEHICLE COMPACT CAR Interior handling. 2007 gasoline."",""category"":""Vehicles/Cars"",""cat_id"":""""}",,Vehicles/Cars,01 Everyday Cars - Tracklist.xlsx#Everyday Cars Tracklist,0,20,0,0,low,low,aligned,existing_unknown,no,description_only;rejected_evidence
